,title,link,address,price,to_last_month,completion_date
0,芍药居北里小区,https://beijing.anjuke.com/community/view/55806,［朝阳区-芍药居］北四环东路,84934,↓0.03%,竣工日期：1999
1,山语间(保利西山林语),https://beijing.anjuke.com/community/props/sale/55806/,［海淀区-西北旺］黑龙潭路,62912,↑2.50%,竣工日期：2010
2,天通苑北三区,https://beijing.anjuke.com/map/sale/#l1=39.9866747502&l2=116.4360607848&l3=18&flag=1&commname=芍药居北里小区&commid=55806,［昌平区-天通苑］太平庄中二街,42858,↑1.38%,竣工日期：1993
3,望京西园一区,https://beijing.anjuke.com/community/round/55806,［朝阳区-望京］阜安西路,68181,↑0.47%,竣工日期：1993
4,润泽悦溪,https://beijing.anjuke.com/community/trends/55806,［朝阳区-北苑］水岸南街,96577,↓1.15%,竣工日期：2010
5,万城华府玺园,https://beijing.anjuke.com/community/photos2/b/55806,［海淀区-万柳］万柳西路,164005,——,竣工日期：2009
6,大方居,https://beijing.anjuke.com/community/view/55806/jiedu/,［通州区-九棵树］半壁店大街25号,37367,↓1.74%,竣工日期：2007
7,泛海国际兰海园,https://beijing.anjuke.com/community/view/849808,［朝阳区-朝阳公园］辛庄一街28号,112707,↑1.46%,竣工日期：2009
8,西山庭院,https://beijing.anjuke.com/community/props/sale/849808/,［海淀区-马连洼］天秀南一路,101908,↑8.76%,竣工日期：2015
9,天伦锦城,https://beijing.anjuke.com/map/sale/#l1=40.035623&l2=116.214203&l3=18&flag=1&commname=山语间(保利西山林语)&commid=849808,［丰台区-新发地］六圈路,47264,↑3.26%,竣工日期：2010
10,龙湖双珑原著,https://beijing.anjuke.com/community/round/849808,［朝阳区-孙河］景达路1号,75734,↑0.41%,竣工日期：2015
11,中信国安府,https://beijing.anjuke.com/community/trends/849808,［西城区-宣武门］前青厂胡同66号,175995,↓2.88%,竣工日期：2017
12,广渠金茂府(北区),https://beijing.anjuke.com/community/photos2/b/849808,［朝阳区-大望路］百子湾南二路66号,143562,↑0.92%,竣工日期：2011
13,温泉花园(B区),https://beijing.anjuke.com/community/view/849808/jiedu/,［昌平区-北七家］立汤路,32173,↑0.11%,竣工日期：1995
14,橡树湾(四期),https://beijing.anjuke.com/community/view/848268,"［海淀区-清河］毛纺路,近朱房路",93690,↓0.09%,竣工日期：2000
15,红玺台,https://beijing.anjuke.com/community/props/sale/848268/,［朝阳区-太阳宫］太阳宫二街3号,142372,↓2.75%,竣工日期：2012
16,山水文园中园,https://beijing.anjuke.com/map/sale/#l1=40.076738&l2=116.432815&l3=18&flag=1&commname=天通苑北三区&commid=848268,［朝阳区-华威桥］弘燕路,87230,↑4.21%,竣工日期：2005
17,钓鱼台7号院,https://beijing.anjuke.com/community/round/848268,［海淀区-公主坟］阜成路南二街,177811,——,竣工日期：2011
18,天鹅湾(北区),https://beijing.anjuke.com/community/trends/848268,［朝阳区-朝青板块］甘露园中街,119671,↑3.15%,竣工日期：2008
19,金隅万科城,https://beijing.anjuke.com/community/photos2/b/848268,［昌平区-昌平县城］南环路10号,44189,↑0.45%,竣工日期：2010
20,远洋山水(北区),https://beijing.anjuke.com/community/view/848268/jiedu/,［石景山区-鲁谷］鲁谷路,71273,↑0.01%,竣工日期：2005
21,领秀翡翠山,https://beijing.anjuke.com/community/view/50380,［丰台区-云岗］长青路88号,40292,↑1.05%,竣工日期：2015
22,长安驿,https://beijing.anjuke.com/community/props/sale/50380/,［朝阳区-建外大街］建华南路6号,75621,↑3.21%,竣工日期：2005
23,山水文园西园,https://beijing.anjuke.com/map/sale/#l1=40.0041607918&l2=116.4755101912&l3=18&flag=1&commname=望京西园一区&commid=50380,"［朝阳区-华威桥］弘燕路,近西燕街",94243,↑0.20%,竣工日期：2002
24,同泽园西里,https://beijing.anjuke.com/community/round/50380,［海淀区-温泉］后沙涧路,38187,↓0.30%,竣工日期：2010
25,林肯公园C区,https://beijing.anjuke.com/community/trends/50380,［大兴区-亦庄］西环北路,62620,↓0.74%,竣工日期：2008
26,中海枫丹公馆,https://beijing.anjuke.com/community/photos2/b/50380,［朝阳区-建外大街］砖厂胡同54号,114643,↑3.65%,竣工日期：2015
27,蓝堡国际公寓,https://beijing.anjuke.com/community/view/50380/jiedu/,［朝阳区-CBD］西大望路3号,91621,↓3.95%,竣工日期：2003
28,泛海国际香海园,https://beijing.anjuke.com/community/view/171962,［朝阳区-朝阳公园］姚家园北路,104173,↑0.16%,竣工日期：2007
29,香海园,https://beijing.anjuke.com/community/props/sale/171962/,［大兴区-黄村］兴业大街,50379,↑0.85%,竣工日期：2004
0,万科星园,https://beijing.anjuke.com/community/view/50472,［朝阳区-媒体村］安立路,78835,↑1.69%,竣工日期：2001
1,长岛澜桥,https://beijing.anjuke.com/community/props/sale/50472/,［朝阳区-来广营］来广营东路9号,73617,↓0.74%,竣工日期：2005
2,西潞园,https://beijing.anjuke.com/map/sale/#l1=40.0285612552&l2=116.4125459161&l3=18&flag=1&commname=万科星园&commid=50472,［房山区-良乡］良乡西潞北大街,34761,↑0.47%,竣工日期：1993
3,荣丰2008,https://beijing.anjuke.com/community/round/50472,［西城区-广安门外］广安门外大街305号,144440,↓0.68%,竣工日期：2003
4,华贸公寓,https://beijing.anjuke.com/community/trends/50472,［朝阳区-大望路］建国路89号,91935,↑1.40%,竣工日期：2005
5,强佑清河新城,https://beijing.anjuke.com/community/photos2/b/50472,"［海淀区-清河］京藏高速辅路,近清河中街",69798,↑0.21%,竣工日期：2008
6,人济山庄,https://beijing.anjuke.com/community/view/50472/jiedu/,［海淀区-紫竹桥］紫竹院路1号,111629,↑0.30%,竣工日期：2003
7,金星园,https://beijing.anjuke.com/community/view/55952,［朝阳区-太阳宫］太阳宫南街,96744,↑0.39%,竣工日期：1995
8,万科四季花城,https://beijing.anjuke.com/community/props/sale/55952/,［顺义区-石门］顺白路,47419,↓3.31%,竣工日期：2006
9,一栋洋房,https://beijing.anjuke.com/map/sale/#l1=40.025838565&l2=116.5151734085&l3=18&flag=1&commname=长岛澜桥&commid=55952,［大兴区-亦庄］天华北路,62778,↑2.24%,竣工日期：2001
10,公园1872,https://beijing.anjuke.com/community/round/55952,［朝阳区-十里堡］石佛营路,88826,↑0.33%,竣工日期：2007
11,天居园,https://beijing.anjuke.com/community/trends/55952,［朝阳区-媒体村］双营路,62514,↑0.53%,竣工日期：1999
12,阳光丽景,https://beijing.anjuke.com/community/photos2/b/55952,［西城区-德胜门］黄寺大街23号,165077,↑1.82%,竣工日期：2002
13,上地东里,https://beijing.anjuke.com/community/view/55952/jiedu/,［海淀区-上地］信息路,113710,↓8.05%,竣工日期：1993
14,枫丹丽舍,https://beijing.anjuke.com/community/view/850897,［海淀区-西三旗］建材城中路1号,74618,↑0.62%,竣工日期：2000
15,金泉家园,https://beijing.anjuke.com/community/props/sale/850897/,［朝阳区-亚运村］大屯里306号,86947,——,竣工日期：2008
16,新景家园(东区),https://beijing.anjuke.com/map/sale/#l1=39.7333749793&l2=116.1321927327&l3=18&flag=1&commname=西潞园&commid=850897,［东城区-崇文门］西花市大街32号,113335,↑1.22%,竣工日期：2001
17,阳光假日别墅,https://beijing.anjuke.com/community/round/850897,［延庆区(延庆县)-八达岭］阳光路8号,25667,↓0.53%,竣工日期：2002
18,广渠金茂府(东区),https://beijing.anjuke.com/community/trends/850897,［朝阳区-双井］广渠路23号,123696,↑0.26%,竣工日期：2014
19,北亚花园,https://beijing.anjuke.com/community/photos2/b/850897,［昌平区-北七家］东北路,35445,↓1.15%,竣工日期：2000
20,丰汇园小区,https://beijing.anjuke.com/community/view/850897/jiedu/,［西城区-金融街］太平桥大街84号,199746,↑0.01%,竣工日期：1999
21,保利中央公园,https://beijing.anjuke.com/community/view/219118,［朝阳区-望京］宏泰东街,115272,↑1.06%,竣工日期：2012
22,招商嘉铭珑原,https://beijing.anjuke.com/community/props/sale/219118/,［昌平区-立水桥］陈家营西路3号,73200,↑0.46%,竣工日期：2012
23,清缘里,https://beijing.anjuke.com/map/sale/#l1=39.894173&l2=116.336429&l3=18&flag=1&commname=荣丰2008&commid=219118,［海淀区-清河］龙岗路12号,64810,↑1.74%,竣工日期：2000
24,碧海方舟,https://beijing.anjuke.com/community/round/219118,［朝阳区-亚运村］鼎成路6号,185252,↓1.99%,竣工日期：2003
25,中粮祥云国际生活区(北区),https://beijing.anjuke.com/community/trends/219118,［顺义区-中央别墅区］安祥大街11号,58634,↓1.02%,竣工日期：2011
26,泛海容郡,https://beijing.anjuke.com/community/photos2/b/219118,［朝阳区-朝阳公园］星火西路7号,123455,↓1.16%,竣工日期：2016
27,海阔水岸花墅,https://beijing.anjuke.com/community/view/219118/jiedu/,［密云区(密云县)-密云周边］密溪路55号,25452,↓8.51%,竣工日期：2011
28,阳光城君山墅,https://beijing.anjuke.com/community/view/56773,［密云区(密云县)-密云城区］密溪路33号,23569,↓0.61%,竣工日期：2017
29,千鹤家园,https://beijing.anjuke.com/community/props/sale/56773/,［朝阳区-惠新西街］北四环东路108号,75639,↓1.56%,竣工日期：2002
0,北京香颂,https://beijing.anjuke.com/community/view/52523,［朝阳区-望京］南湖西园南路,78057,↓3.51%,竣工日期：2007
1,蓬莱公寓,https://beijing.anjuke.com/community/props/sale/52523/,［昌平区-北七家］立汤路,33602,↓1.03%,竣工日期：1996
2,东菜园小区,https://beijing.anjuke.com/map/sale/#l1=39.991665398&l2=116.4529873591&l3=18&flag=1&commname=北京香颂&commid=52523,［密云区(密云县)-密云城区］鼓楼东大街,24146,↑2.44%,竣工日期：2002
3,望都家园,https://beijing.anjuke.com/community/round/52523,［昌平区-北七家］定泗路,37144,↓0.37%,竣工日期：2000
4,博雅西园,https://beijing.anjuke.com/community/trends/52523,［海淀区-马连洼］农大南路,81252,↓0.17%,竣工日期：2005
5,海淀南路小区,https://beijing.anjuke.com/community/photos2/b/52523,［海淀区-苏州街］海淀南路1-17号,104257,↑0.94%,竣工日期：1989
6,翠湖别墅,https://beijing.anjuke.com/community/view/52523/jiedu/,［海淀区-海淀周边］翠湖北路,63812,↓1.83%,竣工日期：2015
7,景粼原著(别墅),https://beijing.anjuke.com/community/view/56421,"［朝阳区-孙河］顺黄路,近京沈线",92326,↑0.54%,竣工日期：暂无数据
8,鹏润家园,https://beijing.anjuke.com/community/props/sale/56421/,［丰台区-菜户营］菜户营甲88号,65669,↓0.15%,竣工日期：2003
9,丽都水岸,https://beijing.anjuke.com/map/sale/#l1=40.124614&l2=116.415898&l3=18&flag=1&commname=蓬莱公寓&commid=56421,［朝阳区-酒仙桥］芳园南里10号,85433,↓0.88%,竣工日期：2005
10,乐府江南,https://beijing.anjuke.com/community/round/56421,［海淀区-田村］永定路乙1号,85609,↑0.04%,竣工日期：2003
11,天恒别墅山,https://beijing.anjuke.com/community/trends/56421,［怀柔区-庙城］红螺路39号,49411,↓0.99%,竣工日期：2011
12,富力十号,https://beijing.anjuke.com/community/photos2/b/56421,［朝阳区-双井］天力街19号,138467,↑2.53%,竣工日期：2012
13,卓锦万代,https://beijing.anjuke.com/community/view/56421/jiedu/,［朝阳区-来广营］新锦路18号,70078,↑3.55%,竣工日期：2006
14,首创澜茵山(别墅),https://beijing.anjuke.com/community/view/79794,［密云区(密云县)-密云城区］密关路,40785,↓5.04%,竣工日期：2011
15,苹果社区(南区),https://beijing.anjuke.com/community/props/sale/79794/,［朝阳区-双井］百子湾路32号,83563,↑0.35%,竣工日期：1999
16,紫荆豪庭,https://beijing.anjuke.com/map/sale/#l1=40.37507&l2=116.86253&l3=18&flag=1&commname=东菜园小区&commid=79794,［朝阳区-团结湖］东三环北路30号,57004,↓1.03%,竣工日期：1999
17,金地国际花园,https://beijing.anjuke.com/community/round/79794,［朝阳区-国贸］建国路91号,101844,↑0.18%,竣工日期：2003
18,新里西斯莱公馆,https://beijing.anjuke.com/community/trends/79794,［大兴区-黄村］辅高路,54946,↑3.16%,竣工日期：2009
19,颐源居,https://beijing.anjuke.com/community/photos2/b/79794,［海淀区-公主坟］翠薇路4号,106325,↑1.67%,竣工日期：2001
20,沿海赛洛城(北区),https://beijing.anjuke.com/community/view/79794/jiedu/,［朝阳区-百子湾］百子湾东里104号,66105,↑1.88%,竣工日期：2000
21,紫贵御园,https://beijing.anjuke.com/community/view/50561,［平谷区-平谷周边］定福东路180号,25528,↑1.67%,竣工日期：2014
22,华润公元九里,https://beijing.anjuke.com/community/props/sale/50561/,［大兴区-黄村］乐园路20号,61513,↓2.71%,竣工日期：2016
23,西山枫林,https://beijing.anjuke.com/map/sale/#l1=40.115987&l2=116.41902&l3=18&flag=1&commname=望都家园&commid=50561,［石景山区-八大处］香山南路,50287,↑2.00%,竣工日期：2004
24,金隅悦和园,https://beijing.anjuke.com/community/round/50561,［朝阳区-东坝］平房路,48050,↓0.06%,竣工日期：2011
25,逸成东苑,https://beijing.anjuke.com/community/trends/50561,［海淀区-学院路］月泉路9号,91808,↑1.41%,竣工日期：2004
26,国奥村(西区),https://beijing.anjuke.com/community/photos2/b/50561,［朝阳区-奥林匹克公园］林萃东路1号,122175,↓0.49%,竣工日期：2007
27,青年汇佳园,https://beijing.anjuke.com/community/view/50561/jiedu/,［朝阳区-朝青板块］青年路,76248,↑1.58%,竣工日期：2015
28,莱蒙湖,https://beijing.anjuke.com/community/view/77121,［顺义区-后沙峪］天北路,49699,↑0.69%,竣工日期：2000
29,幸福二村,https://beijing.anjuke.com/community/props/sale/77121/,［朝阳区-工体］春秀路,79458,↓1.16%,竣工日期：1999
0,万科幸福汇,https://beijing.anjuke.com/community/view/368984,［房山区-窦店］大窦路257号,25784,↓0.98%,竣工日期：2013
1,国奥村(东区),https://beijing.anjuke.com/community/props/sale/368984/,［朝阳区-奥林匹克公园］林萃东路2号,125616,↑0.50%,竣工日期：2007
2,风林绿洲,https://beijing.anjuke.com/map/sale/#l1=39.654707&l2=116.066667&l3=18&flag=1&commname=万科幸福汇&commid=368984,［朝阳区-南沙滩］大屯路,99569,↓0.27%,竣工日期：2015
3,馨港庄园,https://beijing.anjuke.com/community/round/368984,［顺义区-李桥］东六环路,30661,↑0.56%,竣工日期：2004
4,天通苑东三区,https://beijing.anjuke.com/community/trends/368984,［昌平区-天通苑］太平庄东路,39720,↑2.82%,竣工日期：2015
5,宾阳里小区,https://beijing.anjuke.com/community/photos2/b/368984,［密云区(密云县)-密云城区］新东路,26553,↑0.32%,竣工日期：2000
6,华纺易城,https://beijing.anjuke.com/community/view/368984/jiedu/,［朝阳区-朝青板块］青年路29号,73131,↑0.26%,竣工日期：2005
7,加州水郡(西区),https://beijing.anjuke.com/community/view/852175,［房山区-长阳］昊天北大街48号,33153,↑1.65%,竣工日期：2000
8,沿海赛洛城(南区),https://beijing.anjuke.com/community/props/sale/852175/,［朝阳区-百子湾］广渠东路33号,65677,↓1.03%,竣工日期：2007
9,涿州中心城,https://beijing.anjuke.com/map/sale/#l1=40.0082752808&l2=116.3838101632&l3=18&flag=1&commname=国奥村(东区)&commid=852175,［北京周边-保定］华阳中路,8517,↑3.23%,竣工日期：2011
10,名流花园,https://beijing.anjuke.com/community/round/852175,"［昌平区-北七家］北清路,近七星路",32853,↑0.20%,竣工日期：1998
11,富力运河10号小区,https://beijing.anjuke.com/community/trends/852175,［通州区-新华大街］滨河中路,46333,↑0.25%,竣工日期：2017
12,亿城燕西华府,https://beijing.anjuke.com/community/photos2/b/852175,［丰台区-云岗］泉湖西路1号,41455,↑1.09%,竣工日期：2017
13,亿城燕西华府(别墅),https://beijing.anjuke.com/community/view/852175/jiedu/,［丰台区-云岗］泉湖西路1号,38506,↑1.28%,竣工日期：2012
14,华鼎世家,https://beijing.anjuke.com/community/view/50696,［朝阳区-望京］阜通西大街,67090,↑0.29%,竣工日期：2000
15,万科公园五号,https://beijing.anjuke.com/community/props/sale/50696/,［朝阳区-团结湖］甜水园街21号,94433,↑1.95%,竣工日期：2004
16,珠江罗马嘉园(西区),https://beijing.anjuke.com/map/sale/#l1=40.000571&l2=116.384135&l3=18&flag=1&commname=风林绿洲&commid=50696,［朝阳区-朝青板块］朝阳北路107号,69634,↑0.74%,竣工日期：2004
17,裕京花园别墅,https://beijing.anjuke.com/community/round/50696,［顺义区-中央别墅区］榆阳路,92254,↑1.46%,竣工日期：1994
18,缘溪堂,https://beijing.anjuke.com/community/trends/50696,［海淀区-公主坟］玉渊潭南路11号,103769,——,竣工日期：2006
19,首开国风美仑,https://beijing.anjuke.com/community/photos2/b/50696,［通州区-马驹桥］兴贸二街5号,35524,↑0.26%,竣工日期：2013
20,金地名京,https://beijing.anjuke.com/community/view/50696/jiedu/,［朝阳区-四惠］力源里北街2号,89163,↑5.38%,竣工日期：2009
21,中海北京世家,https://beijing.anjuke.com/community/view/51809,［大兴区-亦庄］三海子东路,58001,↑0.58%,竣工日期：2017
22,长河湾小区,https://beijing.anjuke.com/community/props/sale/51809/,［海淀区-交通大学］高粱桥斜街59号,131539,↑1.37%,竣工日期：2005
23,金隅丽景园,https://beijing.anjuke.com/map/sale/#l1=40.031915&l2=116.66957&l3=18&flag=1&commname=馨港庄园&commid=51809,［朝阳区-常营］朝阳北路,47885,↑3.55%,竣工日期：2010
24,长阳半岛,https://beijing.anjuke.com/community/round/51809,［房山区-长阳］祥云街4号,45441,↑0.44%,竣工日期：2013
25,保利茉莉公馆,https://beijing.anjuke.com/community/trends/51809,［大兴区-兴华大街］兴华大街二段19号,59689,↓0.77%,竣工日期：2010
26,中冶德贤公馆,https://beijing.anjuke.com/community/photos2/b/51809,［大兴区-旧宫］德贤路,66245,↑2.13%,竣工日期：2016
27,后现代城(D区),https://beijing.anjuke.com/community/view/51809/jiedu/,［朝阳区-双井］百子湾南一路,67394,↓0.07%,竣工日期：2002
28,朝阳园,https://beijing.anjuke.com/community/view/848274,［朝阳区-甘露园］甘露园南里25号,62506,↑0.87%,竣工日期：2000
29,汤泉逸墅,https://beijing.anjuke.com/community/props/sale/848274/,［海淀区-四季青］通汇路9号,107280,↑3.65%,竣工日期：2004
0,畅园(星河湾),https://beijing.anjuke.com/community/view/850404,［朝阳区-朝青板块］四季星河中街2号,84970,↑3.96%,竣工日期：2006
1,金科王府,https://beijing.anjuke.com/community/props/sale/850404/,［昌平区-小汤山北］顺沙路68号,36559,↓1.67%,竣工日期：2013
2,八仙别墅,https://beijing.anjuke.com/map/sale/#l1=39.926537&l2=116.522795&l3=18&flag=1&commname=畅园(星河湾)&commid=850404,［昌平区-北七家］七北路,52365,↑1.67%,竣工日期：1994
3,天宫院小区,https://beijing.anjuke.com/community/round/850404,［大兴区-生物医药基地］庆丰西路1号,32289,↑1.65%,竣工日期：2012
4,永泰东里,https://beijing.anjuke.com/community/trends/850404,［海淀区-清河］永泰中路,70240,↓0.02%,竣工日期：1998
5,龙山华府,https://beijing.anjuke.com/community/photos2/b/850404,［昌平区-昌平县城］白浮泉路26号,40326,↑0.79%,竣工日期：2010
6,晴翠园,https://beijing.anjuke.com/community/view/850404/jiedu/,［朝阳区-大山子］金盏北路8号,92759,↓15.96%,竣工日期：2006
7,兴隆都市馨园,https://beijing.anjuke.com/community/view/803192,［东城区-崇文门］东兴隆街58号,114380,↑10.09%,竣工日期：2003
8,龙湖滟澜山,https://beijing.anjuke.com/community/props/sale/803192/,［顺义区-中央别墅区］裕园路,92917,↑1.45%,竣工日期：2008
9,远洋沁山水,https://beijing.anjuke.com/map/sale/#l1=40.175802&l2=116.424689&l3=18&flag=1&commname=金科王府&commid=803192,"［石景山区-鲁谷］玉泉路,近鲁谷路",94797,↑0.60%,竣工日期：2008
10,怡馨家园,https://beijing.anjuke.com/community/round/803192,［顺义区-顺义城区］新顺南大街26号,44643,↑0.43%,竣工日期：2003
11,山水汇豪苑(南区),https://beijing.anjuke.com/community/trends/803192,［房山区-窦店］窦店北路,22689,↓0.05%,竣工日期：2004
12,绿地中央广场,https://beijing.anjuke.com/community/photos2/b/803192,［通州区-新华大街］新华东街103号,45374,↑3.27%,竣工日期：2014
13,朗琴园,https://beijing.anjuke.com/community/view/803192/jiedu/,［西城区-广安门外］手帕口南街甲1号,111616,↑0.30%,竣工日期：2002
14,光彩胡同,https://beijing.anjuke.com/community/view/57500,［西城区-西单］光彩胡同,262950,——,竣工日期：1974
15,龙山御景,https://beijing.anjuke.com/community/props/sale/57500/,［怀柔区-怀柔城区］龙山东路,43828,↓0.32%,竣工日期：2012
16,金地仰山,https://beijing.anjuke.com/map/sale/#l1=40.1156241137&l2=116.4501331011&l3=18&flag=1&commname=八仙别墅&commid=57500,［大兴区-高米店］乐园路22号,58165,↑0.62%,竣工日期：2012
17,朝庭公寓,https://beijing.anjuke.com/community/round/57500,［朝阳区-望京］阜荣街8号,68019,↑0.57%,竣工日期：2008
18,八角南里,https://beijing.anjuke.com/community/trends/57500,［石景山区-八角］八角南路,52920,↓1.17%,竣工日期：1985
19,远洋山水(南区),https://beijing.anjuke.com/community/photos2/b/57500,［石景山区-八宝山］莲石东路,68299,↑0.39%,竣工日期：2005
20,远洋傲北,https://beijing.anjuke.com/community/view/57500/jiedu/,［昌平区-北七家］立汤路36号,38643,↑0.58%,竣工日期：2011
21,常青园北里,https://beijing.anjuke.com/community/view/848158,［海淀区-四季青］昆明湖南路11号,46804,↓0.31%,竣工日期：2015
22,九号公寓,https://beijing.anjuke.com/community/props/sale/848158/,［朝阳区-朝阳公园］朝阳公园路9号,71265,↓0.61%,竣工日期：2008
23,原生墅,https://beijing.anjuke.com/map/sale/#l1=39.6799986365&l2=116.3229907441&l3=18&flag=1&commname=天宫院小区&commid=848158,［大兴区-黄村］康庄路,53323,↓0.46%,竣工日期：2003
24,NAGA上院,https://beijing.anjuke.com/community/round/848158,［东城区-东直门］东直门内大街9号,98562,——,竣工日期：2008
25,拂林园,https://beijing.anjuke.com/community/trends/848158,［朝阳区-媒体村］北苑路,61317,↑2.06%,竣工日期：2000
26,田家园小区,https://beijing.anjuke.com/community/photos2/b/848158,［房山区-窦店］大窦路,22622,↑1.01%,竣工日期：2005
27,园博府,https://beijing.anjuke.com/community/view/848158/jiedu/,［丰台区-长辛店］大灰厂东路,53526,↓0.19%,竣工日期：2014
28,西辛南区,https://beijing.anjuke.com/community/view/77705,［顺义区-石门］西外街,41588,↓0.73%,竣工日期：1997
29,国瑞城(中区),https://beijing.anjuke.com/community/props/sale/77705/,［东城区-崇文门］国瑞东路23号,103618,↓0.85%,竣工日期：2005
